inode,State,uid,ProcessInfo,LocalAddr,LocalPort,RemoteAddr,RemotePort
" 775948",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[775948]"",
 ""Type"": ""socket"",
 ""Inode"": ""775948""
}",192.168.52.138,35240,13.225.0.87,443
" 783037",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[783037]"",
 ""Type"": ""socket"",
 ""Inode"": ""783037""
}",192.168.52.138,53642,207.65.33.82,443
" 782370",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[782370]"",
 ""Type"": ""socket"",
 ""Inode"": ""782370""
}",192.168.52.138,58352,69.173.158.64,443
" 789438",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[789438]"",
 ""Type"": ""socket"",
 ""Inode"": ""789438""
}",192.168.52.138,35858,13.225.5.5,443
" 777312",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[777312]"",
 ""Type"": ""socket"",
 ""Inode"": ""777312""
}",192.168.52.138,49542,35.186.253.211,443
" 791775",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[791775]"",
 ""Type"": ""socket"",
 ""Inode"": ""791775""
}",192.168.52.138,48236,13.250.143.124,443
" 777988",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[777988]"",
 ""Type"": ""socket"",
 ""Inode"": ""777988""
}",192.168.52.138,52842,151.101.2.217,443
" 792212",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[792212]"",
 ""Type"": ""socket"",
 ""Inode"": ""792212""
}",192.168.52.138,36748,104.18.41.104,443
" 775421",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[775421]"",
 ""Type"": ""socket"",
 ""Inode"": ""775421""
}",192.168.52.138,57576,142.250.206.98,443
" 777316",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[777316]"",
 ""Type"": ""socket"",
 ""Inode"": ""777316""
}",192.168.52.138,43248,67.199.150.87,443
" 781806",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[781806]"",
 ""Type"": ""socket"",
 ""Inode"": ""781806""
}",192.168.52.138,46356,209.38.50.75,443
" 786002",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[786002]"",
 ""Type"": ""socket"",
 ""Inode"": ""786002""
}",192.168.52.138,35432,35.213.45.194,443
" 781386",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[781386]"",
 ""Type"": ""socket"",
 ""Inode"": ""781386""
}",192.168.52.138,60568,44.216.44.43,443
" 790079",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[790079]"",
 ""Type"": ""socket"",
 ""Inode"": ""790079""
}",192.168.52.138,53432,18.172.65.161,443
" 769110",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[769110]"",
 ""Type"": ""socket"",
 ""Inode"": ""769110""
}",192.168.52.138,44516,47.130.6.11,443
" 783860",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[783860]"",
 ""Type"": ""socket"",
 ""Inode"": ""783860""
}",192.168.52.138,42338,54.89.10.200,443
" 781189",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[781189]"",
 ""Type"": ""socket"",
 ""Inode"": ""781189""
}",192.168.52.138,53688,98.82.157.137,443
" 775438",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[775438]"",
 ""Type"": ""socket"",
 ""Inode"": ""775438""
}",192.168.52.138,60926,162.159.140.229,443
" 778845",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[778845]"",
 ""Type"": ""socket"",
 ""Inode"": ""778845""
}",192.168.52.138,55724,151.101.104.157,443
" 785732",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[785732]"",
 ""Type"": ""socket"",
 ""Inode"": ""785732""
}",192.168.52.138,47332,141.94.175.218,443
" 792050",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[792050]"",
 ""Type"": ""socket"",
 ""Inode"": ""792050""
}",192.168.52.138,51574,13.192.116.82,443
" 779142",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[779142]"",
 ""Type"": ""socket"",
 ""Inode"": ""779142""
}",192.168.52.138,44736,185.184.8.90,443
" 778338",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[778338]"",
 ""Type"": ""socket"",
 ""Inode"": ""778338""
}",192.168.52.138,56628,13.227.249.45,443
" 780427",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[780427]"",
 ""Type"": ""socket"",
 ""Inode"": ""780427""
}",192.168.52.138,44272,151.101.193.91,443
" 792063",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[792063]"",
 ""Type"": ""socket"",
 ""Inode"": ""792063""
}",192.168.52.138,33562,104.20.35.150,443
" 784785",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[784785]"",
 ""Type"": ""socket"",
 ""Inode"": ""784785""
}",192.168.52.138,32864,3.214.75.109,443
" 777326",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[777326]"",
 ""Type"": ""socket"",
 ""Inode"": ""777326""
}",192.168.52.138,41190,151.101.2.132,443
" 791759",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[791759]"",
 ""Type"": ""socket"",
 ""Inode"": ""791759""
}",192.168.52.138,51828,35.214.164.178,443
" 779678",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[779678]"",
 ""Type"": ""socket"",
 ""Inode"": ""779678""
}",192.168.52.138,53478,108.158.57.2,443
" 778330",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[778330]"",
 ""Type"": ""socket"",
 ""Inode"": ""778330""
}",192.168.52.138,32876,104.21.37.193,443
" 790032",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[790032]"",
 ""Type"": ""socket"",
 ""Inode"": ""790032""
}",192.168.52.138,51740,35.201.67.47,443
" 778012",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[778012]"",
 ""Type"": ""socket"",
 ""Inode"": ""778012""
}",192.168.52.138,37760,151.101.2.27,443
" 779084",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[779084]"",
 ""Type"": ""socket"",
 ""Inode"": ""779084""
}",192.168.52.138,46226,18.67.195.25,443
" 783503",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[783503]"",
 ""Type"": ""socket"",
 ""Inode"": ""783503""
}",192.168.52.138,44938,35.171.231.8,443
" 781803",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[781803]"",
 ""Type"": ""socket"",
 ""Inode"": ""781803""
}",192.168.52.138,49608,67.199.150.87,443
" 783965",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[783965]"",
 ""Type"": ""socket"",
 ""Inode"": ""783965""
}",192.168.52.138,54754,13.250.160.195,443
" 778847",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[778847]"",
 ""Type"": ""socket"",
 ""Inode"": ""778847""
}",192.168.52.138,34646,172.66.171.133,443
" 791572",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[791572]"",
 ""Type"": ""socket"",
 ""Inode"": ""791572""
}",192.168.52.138,44852,172.217.174.68,443
" 783863",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[783863]"",
 ""Type"": ""socket"",
 ""Inode"": ""783863""
}",192.168.52.138,36346,3.221.227.234,443
" 783102",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[783102]"",
 ""Type"": ""socket"",
 ""Inode"": ""783102""
}",192.168.52.138,45126,198.8.71.131,443
" 775869",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[775869]"",
 ""Type"": ""socket"",
 ""Inode"": ""775869""
}",192.168.52.138,59284,172.64.152.243,443
" 783851",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[783851]"",
 ""Type"": ""socket"",
 ""Inode"": ""783851""
}",192.168.52.138,53326,203.195.121.141,443
" 784144",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[784144]"",
 ""Type"": ""socket"",
 ""Inode"": ""784144""
}",192.168.52.138,49152,52.26.112.182,443
" 775408",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[775408]"",
 ""Type"": ""socket"",
 ""Inode"": ""775408""
}",192.168.52.138,49864,151.101.193.91,443
" 775885",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[775885]"",
 ""Type"": ""socket"",
 ""Inode"": ""775885""
}",192.168.52.138,34884,34.120.237.76,443
" 776101",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[776101]"",
 ""Type"": ""socket"",
 ""Inode"": ""776101""
}",192.168.52.138,47382,142.250.207.226,443
" 792816",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[792816]"",
 ""Type"": ""socket"",
 ""Inode"": ""792816""
}",192.168.52.138,54686,13.228.44.184,443
" 780423",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[780423]"",
 ""Type"": ""socket"",
 ""Inode"": ""780423""
}",192.168.52.138,59710,104.18.32.137,443
" 783902",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[783902]"",
 ""Type"": ""socket"",
 ""Inode"": ""783902""
}",192.168.52.138,59252,52.1.181.238,443
" 783492",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[783492]"",
 ""Type"": ""socket"",
 ""Inode"": ""783492""
}",192.168.52.138,50492,216.239.36.181,443
" 781050",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[781050]"",
 ""Type"": ""socket"",
 ""Inode"": ""781050""
}",192.168.52.138,42998,52.221.244.46,443
" 777313",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[777313]"",
 ""Type"": ""socket"",
 ""Inode"": ""777313""
}",192.168.52.138,46850,34.36.209.34,443
" 789658",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[789658]"",
 ""Type"": ""socket"",
 ""Inode"": ""789658""
}",192.168.52.138,46402,18.139.40.15,443
" 785391",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[785391]"",
 ""Type"": ""socket"",
 ""Inode"": ""785391""
}",192.168.52.138,48224,35.207.140.152,443
" 785406",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[785406]"",
 ""Type"": ""socket"",
 ""Inode"": ""785406""
}",192.168.52.138,48264,35.207.140.152,443
" 791958",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[791958]"",
 ""Type"": ""socket"",
 ""Inode"": ""791958""
}",192.168.52.138,54320,129.159.122.198,443
" 792153",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[792153]"",
 ""Type"": ""socket"",
 ""Inode"": ""792153""
}",192.168.52.138,49648,34.111.113.62,443
" 777345",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[777345]"",
 ""Type"": ""socket"",
 ""Inode"": ""777345""
}",192.168.52.138,58656,13.227.249.73,443
" 760518",Established," 0","{
 ""Pid"": 67858,
 ""Command"": ""velociraptor\n"",
 ""CommandLine"": ""./velociraptor\u0000--config\u0000/tmp/gui_datastore/server.config.yaml\u0000gui\u0000"",
 ""Filename"": ""socket:[760518]"",
 ""Type"": ""socket"",
 ""Inode"": ""760518""
}",127.0.0.1,8001,127.0.0.1,49640
" 779047",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[779047]"",
 ""Type"": ""socket"",
 ""Inode"": ""779047""
}",192.168.52.138,52894,13.225.5.81,443
" 790477",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[790477]"",
 ""Type"": ""socket"",
 ""Inode"": ""790477""
}",192.168.52.138,34670,50.112.227.78,443
" 781812",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[781812]"",
 ""Type"": ""socket"",
 ""Inode"": ""781812""
}",192.168.52.138,60198,35.207.138.134,443
" 780462",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[780462]"",
 ""Type"": ""socket"",
 ""Inode"": ""780462""
}",192.168.52.138,43814,44.207.45.195,443
" 783898",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[783898]"",
 ""Type"": ""socket"",
 ""Inode"": ""783898""
}",192.168.52.138,39350,103.229.10.245,443
" 777314",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[777314]"",
 ""Type"": ""socket"",
 ""Inode"": ""777314""
}",192.168.52.138,36772,104.18.26.193,443
" 791735",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[791735]"",
 ""Type"": ""socket"",
 ""Inode"": ""791735""
}",192.168.52.138,41714,180.210.70.11,443
" 789665",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[789665]"",
 ""Type"": ""socket"",
 ""Inode"": ""789665""
}",192.168.52.138,51842,139.162.60.22,443
" 783833",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[783833]"",
 ""Type"": ""socket"",
 ""Inode"": ""783833""
}",192.168.52.138,58584,118.214.133.221,443
" 775870",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[775870]"",
 ""Type"": ""socket"",
 ""Inode"": ""775870""
}",192.168.52.138,33320,108.159.61.48,443
" 781771",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[781771]"",
 ""Type"": ""socket"",
 ""Inode"": ""781771""
}",192.168.52.138,59098,3.0.107.214,443
" 782817",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[782817]"",
 ""Type"": ""socket"",
 ""Inode"": ""782817""
}",192.168.52.138,59030,18.239.255.18,443
" 781381",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[781381]"",
 ""Type"": ""socket"",
 ""Inode"": ""781381""
}",192.168.52.138,39518,104.26.11.164,443
" 784782",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[784782]"",
 ""Type"": ""socket"",
 ""Inode"": ""784782""
}",192.168.52.138,60964,3.225.102.0,443
" 785789",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[785789]"",
 ""Type"": ""socket"",
 ""Inode"": ""785789""
}",192.168.52.138,41656,3.208.213.53,443
" 782801",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[782801]"",
 ""Type"": ""socket"",
 ""Inode"": ""782801""
}",192.168.52.138,57934,74.121.143.240,443
" 792246",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[792246]"",
 ""Type"": ""socket"",
 ""Inode"": ""792246""
}",192.168.52.138,41498,38.91.45.7,443
" 779975",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[779975]"",
 ""Type"": ""socket"",
 ""Inode"": ""779975""
}",192.168.52.138,48952,172.66.148.159,443
" 779052",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[779052]"",
 ""Type"": ""socket"",
 ""Inode"": ""779052""
}",192.168.52.138,49428,172.66.148.159,443
" 789664",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[789664]"",
 ""Type"": ""socket"",
 ""Inode"": ""789664""
}",192.168.52.138,57322,47.130.6.14,443
" 780738",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[780738]"",
 ""Type"": ""socket"",
 ""Inode"": ""780738""
}",192.168.52.138,41256,23.57.210.25,443
" 785719",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[785719]"",
 ""Type"": ""socket"",
 ""Inode"": ""785719""
}",192.168.52.138,41894,129.212.214.111,443
" 778953",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[778953]"",
 ""Type"": ""socket"",
 ""Inode"": ""778953""
}",192.168.52.138,56134,104.20.47.80,443
" 779898",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[779898]"",
 ""Type"": ""socket"",
 ""Inode"": ""779898""
}",192.168.52.138,60372,15.156.133.52,443
" 782605",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[782605]"",
 ""Type"": ""socket"",
 ""Inode"": ""782605""
}",192.168.52.138,55570,185.84.60.20,443
" 777916",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[777916]"",
 ""Type"": ""socket"",
 ""Inode"": ""777916""
}",192.168.52.138,49042,104.21.37.193,443
" 775792",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[775792]"",
 ""Type"": ""socket"",
 ""Inode"": ""775792""
}",192.168.52.138,49354,142.250.71.99,443
" 785410",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[785410]"",
 ""Type"": ""socket"",
 ""Inode"": ""785410""
}",192.168.52.138,57290,104.18.27.216,443
" 760692",Established," 0","{
 ""Pid"": 67858,
 ""Command"": ""velociraptor\n"",
 ""CommandLine"": ""./velociraptor\u0000--config\u0000/tmp/gui_datastore/server.config.yaml\u0000gui\u0000"",
 ""Filename"": ""socket:[760692]"",
 ""Type"": ""socket"",
 ""Inode"": ""760692""
}",127.0.0.1,8000,127.0.0.1,49532
